edad,incumplimiento_pagos,tiene_hipoteca,tiene_prestamo,duracion_ultima_llamada,contacos_con_cliente,dias_desde_ultimo_contacto,contactos_pre_campaña,tasa_variacion_empleo,IPC,respuesta_campaña,fecha_intereaccion,ingresos,hijos_pequeños,hijos_adolescentes,fecha_inicio_cliente,visitas_web_mes,total_hijos,nivel_educativo,estado_civil
34,0,1,1,180,2,999,1,-1.8,93.075,no,2019-05-14,,,,,,,Formación profesional,Divorciado
43,0,0,0,200,2,999,0,-1.8,93.075,no,2016-05-14,,,,,,,Primaria,Casado
29,0,1,0,660,3,999,0,-1.8,93.075,no,2016-05-27,,,,,,,Grado Universitario,Divorciado
36,0,0,0,291,4,999,1,-1.8,93.075,no,2019-02-07,,,,,,,Instituto,Casado
39,0,0,1,72,2,999,1,-1.8,93.075,no,2017-07-31,,,,,,,Grado Universitario,Casado
37,0,1,0,196,2,999,1,-1.8,93.075,no,2018-02-13,,,,,,,Instituto,Casado
33,0,0,0,148,2,999,0,-1.8,93.075,no,2015-09-27,,,,,,,Formación profesional,Soltero
45,0,1,0,158,2,999,0,-1.8,93.075,yes,2015-01-20,,,,,,,Primaria,Casado
32,0,0,0,9,5,999,0,-1.8,93.075,no,2017-03-22,,,,,,,Instituto,Casado
60,0,1,1,384,5,999,0,-1.8,93.075,no,2018-11-27,,,,,,,Primaria,Casado
32,0,0,0,322,2,999,1,-1.8,93.075,no,2017-06-29,,,,,,,Formación profesional,Casado
38,0,0,1,287,3,999,0,-1.8,93.075,no,2015-11-08,,,,,,,Primaria,Casado
40,0,0,0,1332,2,999,0,-1.8,93.075,yes,2018-09-18,,,,,,,Instituto,Soltero
43,0,0,0,390,1,999,0,-1.8,93.075,no,2015-08-14,,,,,,,Instituto,Casado
40,0,1,0,430,1,999,0,-1.8,93.075,no,2016-01-10,,,,,,,Formación profesional,Soltero
42,0,1,0,360,1,999,0,-1.8,93.075,no,2019-08-31,,,,,,,Instituto,Casado
47,0,1,0,311,1,999,0,-1.8,93.075,no,2017-01-17,,,,,,,Primaria,Casado
35,0,0,0,124,1,999,0,-1.8,93.075,no,2017-09-08,,,,,,,Grado Universitario,Casado
48,0,1,0,1202,3,999,0,-1.8,93.075,yes,2015-07-15,,,,,,,Instituto,Soltero
47,0,1,1,390,1,999,0,-1.8,93.075,no,2015-06-18,,,,,,,Primaria,Casado
32,0,0,0,105,1,999,0,-1.8,93.075,no,2016-07-30,,,,,,,Primaria,Divorciado
30,0,1,1,37,1,999,0,-1.8,93.075,no,2016-01-15,,,,,,,Grado Universitario,Soltero
36,0,1,0,506,2,999,0,-1.8,93.075,no,2018-01-14,,,,,,,Grado Universitario,Casado
49,0,0,0,257,1,999,0,-1.8,93.075,no,2017-05-13,,,,,,,Grado Universitario,Casado
36,0,0,0,150,2,999,0,-1.8,93.075,no,2018-04-04,,,,,,,Instituto,Soltero
46,0,1,1,142,12,999,1,-1.8,93.075,no,2017-04-22,,,,,,,Grado Universitario,Soltero
45,0,1,0,169,1,999,0,-1.8,93.075,no,2019-03-16,,,,,,,Primaria,Casado
42,0,0,0,220,1,999,0,-1.8,93.075,no,2019-12-24,,,,,,,Instituto,Divorciado
33,0,0,0,210,1,999,0,-1.8,93.075,no,2015-11-03,,,,,,,Primaria,Soltero
24,0,1,0,390,1,999,0,-1.8,93.075,no,2016-10-01,,,,,,,Instituto,Soltero
32,0,1,0,122,3,999,0,-1.8,93.075,no,2016-01-02,,,,,,,Grado Universitario,Soltero
34,0,1,0,249,1,999,0,-1.8,93.075,no,2018-06-24,,,,,,,Primaria,Soltero
38,0,1,0,136,3,999,0,-1.8,93.075,no,2015-03-25,,,,,,,Formación profesional,Casado
42,0,0,0,406,3,999,1,-1.8,93.075,no,2016-12-06,,,,,,,Primaria,Casado
30,0,0,0,566,1,999,0,-1.8,93.075,no,2019-11-27,,,,,,,Instituto,Casado
39,0,1,0,421,4,999,0,-1.8,93.075,no,2018-10-31,,,,,,,Primaria,Casado
25,0,1,0,227,5,999,0,-1.8,93.075,yes,2019-12-10,,,,,,,Grado Universitario,Divorciado
35,0,0,0,207,1,999,1,-1.8,93.075,no,2015-02-08,,,,,,,Primaria,Casado
46,0,0,0,89,3,999,1,-1.8,93.075,no,2017-02-03,,,,,,,Grado Universitario,Soltero
29,0,0,0,386,2,999,1,-1.8,93.075,no,2016-04-07,,,,,,,Instituto,Soltero
26,0,1,0,61,1,999,0,-1.8,93.075,no,2018-04-02,,,,,,,Instituto,Casado
42,0,1,1,234,5,999,0,-1.8,93.075,no,2019-08-21,,,,,,,Instituto,Casado
31,0,1,0,19,6,999,0,-1.8,93.075,no,2015-07-22,,,,,,,Primaria,Casado
43,0,0,0,26,3,999,0,-1.8,93.075,no,2015-04-30,,,,,,,Instituto,Casado
39,0,0,0,159,2,999,0,-1.8,93.075,no,2018-10-17,,,,,,,Instituto,Soltero
31,0,0,0,386,1,999,0,-1.8,93.075,no,2016-05-31,,,,,,,Primaria,Soltero
41,0,1,0,279,1,999,0,-1.8,93.075,no,2017-11-04,,,,,,,Grado Universitario,Soltero
29,0,1,1,245,1,999,0,-1.8,93.075,no,2017-04-29,,,,,,,Grado Universitario,Casado
31,0,1,0,201,3,999,0,-1.8,93.075,no,2015-03-31,,,,,,,Grado Universitario,Soltero
44,0,0,0,428,1,999,0,-1.8,93.075,no,2016-12-07,,,,,,,Primaria,Casado
53,0,1,0,185,1,999,0,-1.8,93.075,no,2018-10-06,,,,,,,Formación profesional,Casado
48,0,1,1,108,1,999,0,-1.8,93.075,no,2017-09-30,,,,,,,Instituto,Divorciado
34,0,1,0,122,3,999,0,-1.8,93.075,no,2019-02-01,,,,,,,Formación profesional,Casado
48,0,1,0,365,1,999,0,-1.8,93.075,no,2017-08-31,,,,,,,Instituto,Divorciado
38,0,1,0,285,1,999,1,-1.8,93.075,no,2019-01-12,,,,,,,Grado Universitario,Soltero
38,0,1,0,275,1,999,0,-1.8,93.075,no,2015-06-19,,,,,,,Grado Universitario,Soltero
73,0,1,0,158,1,6,1,-1.8,93.075,no,2017-05-02,,,,,,,Primaria,Casado
54,0,1,0,178,5,999,0,-1.8,93.075,no,2018-08-10,,,,,,,Instituto,Casado
31,0,1,0,199,6,999,0,-1.8,93.075,no,2017-05-23,,,,,,,Formación profesional,Soltero
31,0,0,0,65,5,999,0,-1.8,93.075,no,2017-04-06,,,,,,,Primaria,Soltero
56,0,1,0,199,5,9,1,-1.8,93.075,no,2019-11-30,,,,,,,Grado Universitario,Divorciado
37,0,0,0,352,1,999,0,-1.8,93.075,no,2015-04-13,,,,,,,Grado Universitario,Casado
29,0,1,0,210,2,999,0,-1.8,93.075,no,2019-04-28,,,,,,,Grado Universitario,Soltero
33,0,1,0,59,1,999,0,-1.8,93.075,no,2018-06-29,,,,,,,Instituto,Casado
42,0,1,0,17,6,999,0,-1.8,93.075,no,2019-12-25,,,,,,,Grado Universitario,Casado
41,0,0,0,319,2,999,1,-1.8,93.075,no,2018-08-06,,,,,,,Instituto,Casado
36,0,1,0,142,2,999,1,-1.8,93.075,no,2016-01-13,,,,,,,Instituto,Soltero
34,0,1,0,317,1,999,0,-1.8,93.075,no,2017-12-24,,,,,,,Primaria,Casado
35,0,1,0,79,1,999,1,-1.8,93.075,no,2017-12-30,,,,,,,Primaria,Soltero
26,0,1,0,190,1,999,0,-1.8,93.075,yes,2015-05-24,,,,,,,Instituto,Soltero
29,0,0,1,222,1,999,0,-1.8,93.075,no,2018-02-16,,,,,,,Grado Universitario,Soltero
38,0,0,0,277,1,999,0,-1.8,93.075,no,2016-07-22,,,,,,,Formación profesional,Casado
37,0,1,0,9,5,999,0,-1.8,93.075,no,2019-08-19,,,,,,,Instituto,Casado
37,0,1,0,13,5,999,0,-1.8,93.075,no,2019-09-15,,,,,,,Grado Universitario,Casado
42,0,1,0,257,1,999,0,-1.8,93.075,no,2016-05-29,,,,,,,Grado Universitario,Casado
36,0,1,1,42,1,999,0,-1.8,93.075,no,2019-03-22,,,,,,,Instituto,Casado
50,0,1,0,12,6,999,0,-1.8,93.075,no,2019-11-19,,,,,,,Instituto,Casado
41,0,1,1,254,1,999,0,-1.8,93.075,no,2019-12-16,,,,,,,Instituto,Casado
52,0,1,1,9,5,999,1,-1.8,93.075,no,2017-05-01,,,,,,,Primaria,Divorciado
26,0,0,0,123,3,999,0,-1.8,93.075,no,2016-07-25,,,,,,,Instituto,Soltero
59,0,1,0,274,5,999,0,-1.8,93.075,no,2016-02-09,,,,,,,Formación profesional,Casado
40,0,1,0,72,1,999,1,-1.8,93.075,no,2015-04-23,,,,,,,Instituto,Casado
36,0,0,0,207,1,999,0,-1.8,93.075,no,2018-09-06,,,,,,,Instituto,Casado
38,0,1,1,37,1,999,1,-1.8,93.075,no,2018-10-20,,,,,,,Primaria,Divorciado
40,0,1,0,238,1,999,0,-1.8,93.075,no,2017-12-09,,,,,,,Grado Universitario,Divorciado
36,0,1,1,163,1,999,1,-1.8,93.075,no,2015-07-29,,,,,,,Grado Universitario,Casado
33,0,0,0,164,1,999,0,-1.8,93.075,no,2018-12-23,,,,,,,Instituto,Casado
41,0,1,0,94,1,999,0,-1.8,93.075,no,2018-11-02,,,,,,,Primaria,Soltero
34,0,1,1,107,1,999,0,-1.8,93.075,yes,2015-03-08,,,,,,,Grado Universitario,Casado
42,0,1,0,274,1,999,0,-1.8,93.075,no,2016-03-26,,,,,,,Instituto,Casado
42,0,1,0,200,1,999,0,-1.8,93.075,no,2016-11-14,,,,,,,Instituto,Casado
68,0,1,0,194,1,999,0,-1.8,93.075,yes,2019-03-08,,,,,,,Instituto,Casado
40,0,1,0,250,1,999,1,-1.8,93.075,no,2019-07-04,,,,,,,Formación profesional,Soltero
35,0,1,0,79,1,999,0,-1.8,93.075,no,2017-06-26,,,,,,,Grado Universitario,Soltero
40,0,1,1,538,1,999,0,-1.8,93.075,no,2015-09-20,,,,,,,Formación profesional,Soltero
43,0,1,1,21,5,999,0,-1.8,93.075,no,2019-12-06,,,,,,,Grado Universitario,Casado
40,0,1,0,166,4,999,0,-1.8,93.075,no,2018-08-26,,,,,,,Instituto,Soltero
47,0,0,0,51,3,999,0,-1.8,93.075,no,2015-02-22,,,,,,,Grado Universitario,Casado
58,0,1,0,41,3,999,0,-1.8,93.075,no,2016-05-12,,,,,,,Primaria,Casado
57,0,1,1,45,1,999,1,-1.8,93.075,no,2019-10-13,,,,,,,Grado Universitario,Soltero
31,0,1,0,92,1,999,1,-1.8,93.075,no,2019-09-25,,,,,,,Grado Universitario,Soltero
30,0,0,0,87,4,999,1,-1.8,93.075,no,2017-09-26,,,,,,,Primaria,Casado
44,0,0,0,92,3,999,1,-1.8,93.075,no,2018-05-10,,,,,,,Primaria,Casado
57,0,1,0,720,1,999,0,-1.8,93.075,yes,2019-03-30,,,,,,,Grado Universitario,Soltero
43,0,1,0,178,4,999,0,-1.8,93.075,no,2016-03-26,,,,,,,Grado Universitario,Soltero
29,0,0,0,84,1,999,0,-1.8,93.075,no,2018-12-25,,,,,,,Primaria,Casado
48,0,1,0,16,5,999,0,-1.8,93.075,no,2018-10-26,,,,,,,Primaria,Soltero
34,0,0,0,617,1,999,0,-1.8,93.075,no,2018-10-04,,,,,,,Primaria,Casado
43,0,0,0,205,1,999,0,-1.8,93.075,no,2017-11-19,,,,,,,Grado Universitario,Casado
32,0,0,0,62,1,999,1,-1.8,93.075,no,2017-10-05,,,,,,,Formación profesional,Soltero
32,0,0,0,33,1,6,1,-1.8,93.075,no,2016-02-18,,,,,,,Formación profesional,Soltero
52,0,0,1,44,2,999,2,-1.8,93.075,no,2015-11-04,,,,,,,Primaria,Casado
26,0,0,0,586,1,999,0,-1.8,93.075,yes,2016-06-30,,,,,,,Primaria,Soltero
31,0,0,0,330,1,999,0,-1.8,93.075,no,2018-03-10,,,,,,,Instituto,Divorciado
47,0,1,0,40,1,999,1,-1.8,93.075,no,2016-08-20,,,,,,,Grado Universitario,Divorciado
34,0,1,0,240,1,999,1,-1.8,93.075,no,2016-08-10,,,,,,,Primaria,Casado
48,0,1,1,111,2,999,1,-1.8,93.075,no,2016-02-24,,,,,,,Instituto,Divorciado
73,0,1,1,128,2,999,0,-1.8,93.075,no,2019-01-22,,,,,,,Primaria,Casado
34,0,1,0,151,2,999,0,-1.8,93.075,no,2019-01-04,,,,,,,Primaria,Casado
56,0,1,1,15,1,999,0,-1.8,93.075,no,2015-07-02,,,,,,,Primaria,Casado
31,0,1,0,170,1,999,1,-1.8,93.075,no,2015-11-06,,,,,,,Formación profesional,Soltero
31,0,0,0,217,1,999,0,-1.8,93.075,no,2016-10-02,,,,,,,Formación profesional,Soltero
46,0,0,0,53,1,999,1,-1.8,93.075,no,2017-03-20,,,,,,,Instituto,Casado
28,0,1,0,187,1,999,0,-1.8,93.075,no,2018-07-13,,,,,,,Grado Universitario,Soltero
46,0,0,0,60,1,999,0,-1.8,93.075,no,2018-04-22,,,,,,,Instituto,Casado
46,0,1,0,180,1,999,0,-1.8,93.075,no,2017-03-20,,,,,,,Instituto,Casado
46,0,1,0,75,1,999,0,-1.8,93.075,no,2018-09-18,,,,,,,Grado Universitario,Casado
43,0,1,0,818,2,999,1,-1.8,93.075,no,2018-12-01,,,,,,,Grado Universitario,Casado
45,0,0,0,293,1,1,1,-1.8,93.075,no,2017-03-25,,,,,,,Primaria,Casado
32,0,1,0,54,1,999,0,-1.8,93.075,no,2017-01-29,,,,,,,Formación profesional,Soltero
55,0,1,1,691,1,999,0,-1.8,93.075,yes,2019-08-25,,,,,,,Instituto,Casado
50,0,1,0,567,1,999,0,-1.8,93.075,yes,2018-01-24,,,,,,,Primaria,Casado
40,0,1,1,64,4,999,0,-1.8,93.075,no,2019-11-14,,,,,,,Primaria,Casado
39,0,1,0,22,1,999,0,-1.8,93.075,no,2016-02-23,,,,,,,Instituto,Soltero
47,0,0,0,145,1,999,0,-1.8,93.075,no,2019-07-15,,,,,,,Grado Universitario,Casado
52,0,1,0,95,2,999,0,-1.8,93.075,no,2019-04-05,,,,,,,Grado Universitario,Casado
44,0,0,0,400,1,999,0,-1.8,93.075,no,2016-11-08,,,,,,,Primaria,Casado
34,0,1,0,318,1,999,0,-1.8,93.075,no,2019-07-27,,,,,,,Primaria,Casado
40,0,1,0,96,2,999,1,-1.8,93.075,no,2015-02-24,,,,,,,Grado Universitario,Casado
38,0,1,1,6,1,999,0,-1.8,93.075,no,2017-09-23,,,,,,,Grado Universitario,Soltero
46,0,0,0,91,1,999,1,-1.8,93.075,no,2016-10-12,,,,,,,Instituto,Casado
52,0,1,0,44,1,999,0,-1.8,93.075,no,2015-06-12,,,,,,,Primaria,Casado
49,0,1,0,48,1,999,1,-1.8,93.075,no,2015-01-14,,,,,,,Grado Universitario,Casado
48,0,0,0,715,1,999,1,-1.8,93.075,no,2015-05-10,,,,,,,Instituto,Divorciado
49,0,1,0,334,1,999,0,-1.8,93.075,no,2016-11-14,,,,,,,Grado Universitario,Casado
47,0,1,0,238,1,999,0,-1.8,93.075,no,2016-08-30,,,,,,,Primaria,Casado
37,0,1,1,245,1,999,0,-1.8,93.075,no,2015-12-29,,,,,,,Grado Universitario,Casado
75,0,0,0,227,4,999,0,-1.8,93.075,yes,2015-09-17,,,,,,,Primaria,Divorciado
23,0,0,0,297,4,999,0,-1.8,93.075,no,2019-08-15,,,,,,,Instituto,Casado
50,0,1,0,38,1,999,0,-1.8,93.075,no,2016-02-14,,,,,,,Formación profesional,Casado
37,0,1,0,23,4,999,0,-1.8,93.075,no,2018-01-10,,,,,,,Primaria,Divorciado
41,0,1,0,148,2,999,0,-1.8,93.075,no,2018-10-10,,,,,,,Primaria,Casado
52,0,1,0,181,2,999,1,-1.8,93.075,no,2017-10-29,,,,,,,Grado Universitario,Casado
29,0,0,0,190,2,999,0,-1.8,93.075,no,2019-10-01,,,,,,,Grado Universitario,Soltero
54,0,1,0,82,1,999,0,-1.8,93.075,no,2018-10-24,,,,,,,Instituto,Casado
30,0,1,0,180,3,999,1,-1.8,93.075,no,2017-02-28,,,,,,,Instituto,Soltero
34,0,1,0,63,4,999,0,-1.8,93.075,no,2017-12-09,,,,,,,Primaria,Casado
45,0,1,0,170,1,999,1,-1.8,93.075,no,2015-02-22,,,,,,,Primaria,Casado
34,0,0,0,151,1,999,0,-1.8,93.075,no,2016-06-16,,,,,,,Grado Universitario,Soltero
22,0,1,0,224,1,999,0,-1.8,93.075,no,2016-06-11,,,,,,,Instituto,Soltero
36,0,1,0,430,1,999,0,-1.8,93.075,no,2018-08-19,,,,,,,Primaria,Casado
40,0,1,0,379,3,999,0,-1.8,93.075,no,2015-02-28,,,,,,,Grado Universitario,Soltero
30,0,1,0,42,3,999,0,-1.8,93.075,no,2015-03-31,,,,,,,Primaria,Casado
35,0,1,0,129,1,999,1,-1.8,93.075,no,2015-03-27,,,,,,,Grado Universitario,Casado
35,0,0,0,76,1,999,0,-1.8,93.075,yes,2015-06-11,,,,,,,Grado Universitario,Divorciado
52,0,1,1,20,5,999,1,-1.8,93.075,no,2017-02-02,,,,,,,Primaria,Divorciado
31,0,0,0,379,2,999,0,-1.8,93.075,no,2016-03-21,,,,,,,Instituto,Divorciado
40,0,1,0,180,1,999,0,-1.8,93.075,no,2017-04-27,,,,,,,Grado Universitario,Divorciado
45,0,1,0,116,2,999,1,-1.8,93.075,no,2015-05-24,,,,,,,Instituto,Casado
33,0,1,0,153,1,999,1,-1.8,93.075,no,2019-11-09,,,,,,,Formación profesional,Divorciado
43,0,1,0,268,1,999,0,-1.8,93.075,no,2015-07-21,,,,,,,Primaria,Casado
34,0,1,0,143,1,999,1,-1.8,93.075,no,2017-03-31,,,,,,,Instituto,Casado
45,0,1,0,174,1,999,1,-1.8,93.075,no,2016-11-11,,,,,,,Primaria,Casado
56,0,1,0,148,1,999,0,-1.8,93.075,yes,2017-02-09,,,,,,,Grado Universitario,Casado
31,0,1,0,98,2,999,0,-1.8,93.075,no,2019-05-19,,,,,,,Grado Universitario,Soltero
59,0,1,0,121,2,999,0,-1.8,93.075,no,2016-02-02,,,,,,,Formación profesional,Casado
37,0,1,0,326,3,999,0,-1.8,93.075,no,2015-01-16,,,,,,,Primaria,Soltero
32,0,0,0,345,2,999,0,-1.8,93.075,no,2018-01-10,,,,,,,Grado Universitario,Casado
24,0,1,0,97,1,999,0,-1.8,93.075,yes,2015-02-11,,,,,,,Formación profesional,Soltero
57,0,1,0,113,2,999,1,-1.8,93.075,no,2016-09-15,,,,,,,Instituto,Casado
33,0,0,0,207,1,999,0,-1.8,93.075,no,2018-09-28,,,,,,,Instituto,Casado
59,0,0,0,185,1,999,0,-1.8,93.075,yes,2018-08-16,,,,,,,Formación profesional,Divorciado
50,0,0,0,177,2,999,1,-1.8,93.075,no,2019-01-18,,,,,,,Instituto,Casado
25,0,0,0,111,1,999,0,-1.8,93.075,no,2016-04-23,,,,,,,Grado Universitario,Divorciado
25,0,0,0,241,1,999,0,-1.8,93.075,yes,2016-08-19,,,,,,,Grado Universitario,Divorciado
25,0,0,1,163,1,999,0,-1.8,93.075,yes,2016-05-02,,,,,,,Grado Universitario,Divorciado
32,0,1,0,237,2,999,0,-1.8,93.075,no,2019-02-10,,,,,,,Grado Universitario,Soltero
37,0,0,0,666,1,999,0,-1.8,93.075,no,2015-11-08,,,,,,,Grado Universitario,Casado
50,0,1,1,137,2,999,0,-1.8,93.075,no,2017-04-18,,,,,,,Primaria,Divorciado
37,0,0,0,131,3,999,0,-1.8,93.075,no,2019-07-20,,,,,,,Instituto,Casado
21,0,1,0,110,3,999,0,-1.8,93.075,no,2017-06-01,,,,,,,Instituto,Soltero
45,0,1,0,325,1,999,0,-1.8,93.075,no,2018-09-20,,,,,,,Primaria,Divorciado
31,0,1,0,97,1,999,0,-1.8,93.075,no,2019-11-15,,,,,,,Instituto,Divorciado
54,0,0,0,58,3,999,2,-1.8,93.075,no,2018-11-20,,,,,,,Instituto,Casado
31,0,1,0,267,1,999,0,-1.8,93.075,no,2019-06-03,,,,,,,Instituto,Divorciado
21,0,1,0,345,1,999,0,-1.8,93.075,yes,2018-02-28,,,,,,,Grado Universitario,Soltero
53,0,1,0,476,3,999,0,-1.8,93.075,no,2019-11-11,,,,,,,Formación profesional,Casado
50,0,1,0,257,1,999,0,-1.8,93.075,no,2015-01-04,,,,,,,Instituto,Casado
34,0,0,0,163,1,999,0,-1.8,93.075,yes,2019-09-27,,,,,,,Grado Universitario,Casado
38,0,0,0,340,1,999,0,-1.8,93.075,no,2018-04-17,,,,,,,Instituto,Casado
48,0,1,0,436,1,999,0,-1.8,93.075,no,2019-12-24,,,,,,,Instituto,Divorciado
36,0,1,0,53,1,999,0,-1.8,93.075,no,2015-03-25,,,,,,,Instituto,Casado
39,0,1,1,861,6,999,1,-1.8,93.075,no,2017-12-02,,,,,,,Grado Universitario,Soltero
24,0,1,0,393,3,999,0,-1.8,93.075,no,2019-02-07,,,,,,,Grado Universitario,Soltero
41,0,1,1,168,3,999,1,-1.8,93.075,no,2016-10-11,,,,,,,Formación profesional,Casado
32,0,1,1,230,1,999,1,-1.8,93.075,no,2018-06-30,,,,,,,Formación profesional,Soltero
41,0,0,0,243,2,999,0,-1.8,93.075,no,2015-08-07,,,,,,,Primaria,Casado
31,0,0,0,150,2,999,0,-1.8,93.075,no,2019-07-23,,,,,,,Instituto,Divorciado
41,0,0,1,239,2,999,1,-1.8,93.075,no,2019-06-16,,,,,,,Instituto,Casado
24,0,0,0,267,2,999,0,-1.8,93.075,yes,2018-09-19,,,,,,,Formación profesional,Soltero
40,0,1,1,45,4,999,1,-1.8,93.075,no,2017-03-26,,,,,,,Primaria,Casado
41,0,1,1,528,3,999,1,-1.8,93.075,no,2016-06-02,,,,,,,Formación profesional,Casado
39,0,1,1,55,1,999,0,-1.8,93.075,no,2019-08-13,,,,,,,Instituto,Soltero
39,0,1,0,72,1,999,1,-1.8,93.075,no,2018-06-04,,,,,,,Grado Universitario,Soltero
31,0,1,0,16,12,999,0,-1.8,93.075,no,2019-01-15,,,,,,,Formación profesional,Soltero
50,0,1,1,228,3,999,1,-1.8,93.075,no,2019-03-24,,,,,,,Grado Universitario,Casado
40,0,0,0,687,1,999,1,-1.8,93.075,no,2015-02-04,,,,,,,Primaria,Casado
35,0,1,0,90,3,999,0,-1.8,93.075,no,2019-09-17,,,,,,,Grado Universitario,Casado
29,0,1,0,114,2,999,0,-1.8,93.075,yes,2019-09-28,,,,,,,Primaria,Soltero
37,0,1,0,233,3,999,0,-1.8,93.075,no,2016-07-14,,,,,,,Instituto,Casado
36,0,1,0,334,2,999,0,-1.8,93.075,no,2019-06-14,,,,,,,Instituto,Casado
50,0,1,0,143,4,999,0,-1.8,93.075,no,2018-01-05,,,,,,,Grado Universitario,Casado
27,0,0,1,400,5,999,1,-1.8,93.075,no,2015-09-04,,,,,,,Grado Universitario,Soltero
35,0,0,0,81,3,999,0,-1.8,93.075,no,2015-03-10,,,,,,,Grado Universitario,Casado
42,0,1,0,155,4,999,0,-1.8,93.075,no,2015-02-13,,,,,,,Grado Universitario,Casado
37,0,0,0,1010,3,999,0,-1.8,93.075,no,2016-05-18,,,,,,,Instituto,Casado
25,0,1,0,137,1,999,1,-1.8,93.075,no,2018-07-11,,,,,,,Grado Universitario,Casado
52,0,1,1,67,5,999,0,-1.8,93.075,no,2016-06-22,,,,,,,Primaria,Casado
31,0,1,0,1030,3,999,0,-1.8,93.075,yes,2015-02-10,,,,,,,Primaria,Casado
47,0,1,0,151,2,999,1,-1.8,93.075,no,2019-05-20,,,,,,,Primaria,Casado
31,0,1,1,885,5,999,1,-1.8,93.075,yes,2017-05-11,,,,,,,Grado Universitario,Soltero
69,0,0,0,92,1,999,0,-1.8,93.075,no,2017-08-24,,,,,,,Primaria,Divorciado
69,0,1,0,453,1,999,0,-1.8,93.075,yes,2016-08-30,,,,,,,Primaria,Divorciado
34,0,1,0,58,2,999,1,-1.8,93.075,no,2019-06-24,,,,,,,Grado Universitario,Soltero
37,0,1,0,304,7,999,1,-1.8,93.075,no,2015-06-04,,,,,,,Primaria,Casado
34,0,1,0,401,2,999,0,-1.8,93.075,no,2019-10-21,,,,,,,Primaria,Casado
50,0,0,0,246,2,999,0,-1.8,93.075,no,2015-12-06,,,,,,,Primaria,Casado
33,0,1,0,108,2,999,0,-1.8,93.075,no,2018-03-13,,,,,,,Primaria,Soltero
42,0,1,0,89,3,999,0,-1.8,93.075,no,2016-12-19,,,,,,,Instituto,Casado
34,0,1,0,81,4,999,0,-1.8,93.075,no,2016-04-26,,,,,,,Grado Universitario,Soltero
33,0,1,0,172,2,999,0,-1.8,93.075,no,2019-07-04,,,,,,,Primaria,Casado
50,0,1,0,249,3,999,1,-1.8,93.075,no,2016-07-03,,,,,,,Primaria,Casado
34,0,1,0,8,3,999,0,-1.8,93.075,no,2018-06-03,,,,,,,Primaria,Soltero
33,0,0,0,10,6,999,0,-1.8,93.075,no,2015-04-23,,,,,,,Primaria,Divorciado
42,0,0,0,890,2,999,0,-1.8,93.075,no,2016-11-30,,,,,,,Grado Universitario,Casado
31,0,1,0,10,3,999,0,-1.8,93.075,no,2016-03-29,,,,,,,Grado Universitario,Soltero
57,0,1,0,534,3,999,1,-1.8,93.075,no,2018-01-20,,,,,,,Primaria,Casado
56,0,1,0,529,3,999,0,-1.8,93.075,no,2019-07-04,,,,,,,Grado Universitario,Divorciado
43,0,1,0,8,2,999,0,-1.8,93.075,no,2018-02-08,,,,,,,Primaria,Casado
36,0,1,1,7,3,999,0,-1.8,93.075,no,2018-09-18,,,,,,,Primaria,Casado
33,0,1,0,8,3,999,0,-1.8,93.075,no,2017-08-07,,,,,,,Primaria,Casado
41,0,0,0,9,2,999,0,-1.8,93.075,no,2017-08-27,,,,,,,Formación profesional,Casado
23,0,0,0,400,2,999,0,-1.8,93.075,no,2015-02-08,,,,,,,Instituto,Soltero
24,0,1,0,200,3,999,1,-1.8,93.075,no,2017-10-11,,,,,,,Formación profesional,Soltero
38,0,1,0,22,3,999,0,-1.8,93.075,no,2018-03-30,,,,,,,Instituto,Casado
50,0,1,0,562,2,999,0,-1.8,93.075,no,2019-04-04,,,,,,,Instituto,Casado
35,0,1,0,26,4,999,2,-1.8,93.075,no,2017-12-24,,,,,,,Primaria,Casado
33,0,0,0,11,5,999,0,-1.8,93.075,no,2018-07-09,,,,,,,Instituto,Soltero
40,0,0,0,140,4,999,1,-1.8,93.075,no,2017-07-29,,,,,,,Grado Universitario,Soltero
37,0,0,1,116,3,999,0,-1.8,93.075,no,2017-05-23,,,,,,,Primaria,Casado
24,0,1,0,102,6,999,1,-1.8,93.075,no,2017-02-28,,,,,,,Formación profesional,Casado
40,0,0,0,31,3,999,0,-1.8,93.075,no,2017-01-18,,,,,,,Grado Universitario,Casado
47,0,1,0,9,2,999,0,-1.8,93.075,no,2018-02-08,,,,,,,Primaria,Casado
42,0,0,0,190,2,999,1,-1.8,93.075,no,2017-04-29,,,,,,,Instituto,Divorciado
38,0,1,0,152,5,999,0,-1.8,93.075,no,2019-09-15,,,,,,,Formación profesional,Soltero
38,0,1,0,13,4,999,1,-1.8,93.075,no,2015-05-12,,,,,,,Primaria,Casado
46,0,0,0,277,2,999,0,-1.8,93.075,no,2019-06-29,,,,,,,Grado Universitario,Soltero
30,0,1,0,23,6,999,0,-1.8,93.075,no,2015-10-04,,,,,,,Grado Universitario,Soltero
49,0,0,1,281,2,999,0,-1.8,93.075,no,2019-01-30,,,,,,,Grado Universitario,Casado
35,0,1,0,20,4,999,0,-1.8,93.075,no,2016-04-02,,,,,,,Grado Universitario,Casado
41,0,0,0,233,3,999,0,-1.8,93.075,no,2016-07-12,,,,,,,Formación profesional,Casado
